frame,x,y,prob
0,498,474,0.48910338
0,1083,495,0.3952889
1,498,474,0.45781288
1,1082,495,0.37459543
2,498,474,0.4590128
2,1082,495,0.382217
3,1082,495,0.42014077
3,498,474,0.36729062
4,1083,495,0.42136955
4,498,474,0.3913165
4,112,514,0.27242127
5,1083,495,0.43417895
5,112,514,0.40799528
5,498,474,0.38206875
6,112,513,0.5123847
6,1083,495,0.4317462
6,498,474,0.33136055
7,112,514,0.44008413
7,1082,495,0.43598756
7,498,474,0.36817104
8,1082,495,0.43331692
8,112,513,0.41382793
8,498,474,0.3672589
9,1082,495,0.43911955
9,498,474,0.41914564
9,112,513,0.36012447
10,1083,496,0.44756487
10,498,474,0.3989369
10,112,514,0.37046534
11,1082,496,0.4381613
11,498,474,0.4088234
11,112,513,0.37041926
12,1082,496,0.42730212
12,498,474,0.4219345
12,112,513,0.3241213
13,1082,495,0.434813
13,498,474,0.4042631
13,112,513,0.32389057
14,1082,495,0.429051
14,112,514,0.37918055
14,498,474,0.33587918
15,498,474,0.37917647
15,1082,495,0.3413669
15,112,513,0.2988066
16,498,474,0.39663637
16,1082,495,0.36003926
16,112,513,0.31728518
17,498,474,0.39201862
17,1082,495,0.375116
17,112,513,0.3144915
18,1082,495,0.36595884
18,498,474,0.3634706
18,112,513,0.32800308
19,1082,495,0.3944957
19,498,474,0.37150928
19,112,513,0.31447312
20,1082,495,0.4221516
20,498,474,0.3366855
20,112,513,0.2537989
21,1082,495,0.42046323
21,498,474,0.31537193
21,112,513,0.2905622
22,1082,495,0.39592266
22,498,474,0.30936936
22,112,513,0.27770156
23,498,474,0.38247532
23,1082,495,0.3341032
24,498,474,0.32480326
24,1082,495,0.30277294
24,112,513,0.22782739
25,498,474,0.36373073
25,1082,495,0.3574556
25,112,514,0.23856468
26,498,474,0.39163503
26,1082,495,0.2638984
27,498,474,0.3986245
27,1082,495,0.21520245
28,498,474,0.31846452
29,498,473,0.42332307
30,498,473,0.4699551
31,498,473,0.49563953
32,498,473,0.50638026
33,498,474,0.5210289
34,498,474,0.48752514
35,498,474,0.495427
36,498,474,0.4859047
37,498,474,0.42018017
38,498,474,0.43374103
39,498,474,0.4355228
39,786,212,0.2206282
40,498,474,0.39089808
41,498,474,0.49284023
42,498,474,0.49467444
43,498,474,0.4525961
44,498,474,0.4399178
45,498,474,0.43787542
46,498,474,0.4076605
47,498,474,0.46691096
48,498,474,0.4561763
48,786,212,0.20783027
49,498,474,0.4634651
50,498,474,0.47335544
51,498,474,0.4696336
52,498,474,0.48836464
53,498,474,0.5151782
54,498,474,0.50904727
55,498,474,0.49979207
56,498,474,0.46961758
56,786,212,0.2065501
57,498,473,0.49775547
57,786,212,0.2038656
58,498,474,0.50852716
59,498,474,0.4937955
60,498,474,0.49044234
61,498,474,0.49877125
62,498,474,0.5336486
63,498,474,0.527611
64,498,474,0.51946086
64,1175,297,0.2010363
65,498,474,0.52840525
66,498,474,0.5254036
67,498,474,0.5082555
68,498,474,0.50571126
69,498,474,0.4990655
70,498,474,0.4741753
71,498,474,0.47451457
72,498,474,0.48760346
73,498,474,0.47943008
74,498,474,0.45973757
75,498,474,0.4746273
76,498,474,0.4876177
77,498,474,0.48927036
78,498,474,0.44385278
78,112,513,0.2327125
79,498,474,0.4315118
79,112,513,0.27781376
80,498,475,0.41532737
80,112,513,0.27462035
81,112,513,0.36180624
81,498,475,0.34899324
82,112,513,0.3916332
82,498,475,0.32855347
82,785,213,0.20925325
83,498,475,0.3420828
83,112,513,0.3384878
84,112,513,0.42593637
84,498,475,0.27818826
84,785,213,0.22519374
85,112,513,0.40139484
85,498,475,0.28015444
85,786,213,0.23632227
86,112,513,0.36932948
86,498,475,0.2825127
87,112,513,0.3927542
87,498,475,0.24819976
88,112,513,0.44298694
88,498,475,0.22437233
89,498,475,0.3096265
89,112,513,0.3023541
90,112,513,0.31440938
90,498,475,0.27819312
91,498,475,0.31592885
91,112,513,0.28422007
92,498,475,0.30618387
92,112,513,0.2558186
93,498,475,0.2984484
93,112,513,0.22854632
94,112,513,0.30477792
94,498,475,0.2757117
95,112,513,0.31381935
95,498,475,0.2225558
95,785,213,0.21059094
96,112,513,0.30412492
96,785,213,0.21215256
97,112,514,0.31575552
97,497,476,0.23850033
97,785,213,0.21510473
98,112,514,0.481036
98,786,213,0.26766592
99,112,514,0.5142383
99,786,213,0.29704174
100,112,514,0.53149545
100,786,213,0.2607634
101,112,514,0.5534455
101,1085,492,0.3261004
101,786,213,0.22613627
102,112,514,0.55148447
102,1085,491,0.35965106
103,112,514,0.55519986
103,786,213,0.24283506
104,112,514,0.5558155
104,785,213,0.25656477
105,112,514,0.5641109
105,786,213,0.2876997
106,112,514,0.55987364
106,785,213,0.2788421
107,112,514,0.5506306
107,785,213,0.32832432
108,111,514,0.5775592
108,785,213,0.2529031
109,111,514,0.56741625
109,785,213,0.238814
110,111,514,0.5819917
110,785,213,0.2866187
111,111,514,0.56101847
111,785,213,0.22716202
112,111,514,0.56263405
112,785,213,0.2423909
113,112,514,0.5577105
113,785,213,0.2696696
114,111,514,0.5778148
114,785,213,0.270818
115,111,514,0.5724981
