frame_number,l_foot_x,l_foot_y,r_foot_x,r_foot_y
000000000000,590.006,882.989,666.398,886.94
000000000000,0.0,0.0,0.0,0.0
000000000000,168.881,650.278,177.033,650.176
000000000000,1785.56,634.337,0.0,0.0
000000000000,0.0,0.0,1845.71,646.261
000000000005,1785.43,634.23,1829.56,630.209
000000000005,586.043,882.996,662.357,883.045
000000000005,0.0,0.0,0.0,0.0
000000000010,582.145,883.083,662.348,882.857
000000000010,1793.5,634.221,1841.56,630.344
000000000010,0.0,0.0,0.0,0.0
000000000015,606.181,887.04,626.463,898.941
000000000015,1793.47,634.305,1841.54,630.419
000000000015,0.0,0.0,0.0,0.0
000000000020,590.179,902.996,582.105,919.074
000000000020,0.0,0.0,0.0,0.0
000000000020,1813.65,634.352,1829.53,642.284
000000000025,590.294,891.075,542.038,931.07
000000000025,0.0,0.0,0.0,0.0
000000000025,1833.53,634.218,1829.53,638.278
000000000030,590.181,886.994,529.917,939.091
000000000030,0.0,0.0,0.0,0.0
000000000030,1841.59,634.196,1841.62,638.313
000000000035,586.071,898.982,529.914,942.984
000000000035,1857.71,630.359,1853.63,642.245
000000000035,0.0,0.0,0.0,0.0
000000000035,0.0,0.0,273.135,626.461
000000000040,558.082,915.122,526.039,942.955
000000000040,1865.71,638.252,1849.59,646.238
000000000040,0.0,0.0,0.0,0.0
000000000040,0.0,0.0,253.301,598.332
000000000045,558.08,919.044,526.011,942.975
000000000045,1861.74,630.34,1861.63,638.273
000000000045,0.0,0.0,0.0,0.0
000000000050,558.196,915.277,469.816,939.151
000000000050,1869.71,630.217,1869.65,634.266
000000000050,273.16,606.216,269.083,602.252
000000000050,0.0,0.0,0.0,0.0
000000000055,561.964,915.152,421.653,979.276
000000000055,293.291,626.226,277.271,626.229
000000000055,1873.53,634.199,1869.74,638.238
000000000060,549.964,915.143,421.578,983.304
000000000060,1865.75,638.316,1853.64,634.235
000000000060,289.334,634.263,277.286,630.292
000000000060,32.5512,650.2,32.4821,654.201
000000000065,526.095,943.149,425.693,979.239
000000000065,1849.63,630.263,1845.59,634.314
000000000065,293.367,642.315,273.486,634.274
000000000065,36.5672,654.432,0.0,0.0
000000000070,473.845,983.238,417.653,983.346
000000000070,1821.66,630.257,1849.58,634.277
000000000070,289.276,630.341,273.175,618.282
000000000070,0.0,0.0,0.0,0.0
000000000075,1849.66,646.303,1785.46,642.218
000000000075,437.846,979.206,417.626,983.307
000000000075,289.285,626.269,281.3,626.148
000000000075,36.5922,654.336,0.0,0.0
000000000080,469.825,983.27,409.663,987.238
000000000080,297.324,642.33,277.38,638.299
000000000080,1793.53,634.264,1853.7,650.246
000000000080,40.4371,654.227,0.0,0.0
000000000080,1877.79,662.284,0.0,0.0
000000000085,1785.41,634.305,1841.63,634.31
000000000085,530.102,1007.29,413.719,983.301
000000000085,0.0,0.0,44.4244,638.21
000000000085,297.226,642.246,273.342,630.275
000000000085,1913.83,658.262,0.0,0.0
000000000090,533.944,1011.23,413.711,983.253
000000000090,1785.62,626.438,0.0,0.0
000000000090,289.374,646.306,281.267,646.212
000000000090,44.6617,646.323,0.0,0.0
000000000090,1873.8,630.286,0.0,0.0
000000000095,529.801,1011.41,413.68,959.216
000000000095,1801.52,630.285,1841.61,654.407
000000000095,56.6187,654.307,44.4791,654.263
000000000095,1877.64,666.279,0.0,0.0
000000000095,289.346,646.355,281.314,650.181
000000000100,529.828,1011.4,477.789,939.052
000000000100,72.625,650.183,44.4501,650.315
000000000100,1805.56,634.197,1809.55,638.235
000000000100,0.0,0.0,0.0,0.0
000000000100,289.278,646.207,285.252,642.314
000000000105,76.5701,650.265,44.7381,654.26
000000000105,529.861,1011.39,493.919,927.151
000000000105,269.345,650.266,273.151,646.287
000000000105,0.0,0.0,0.0,0.0
000000000110,76.5163,650.324,44.3861,650.243
000000000110,530.181,1011.43,461.919,955.096
000000000110,269.398,650.297,273.113,646.305
000000000110,0.0,0.0,0.0,0.0
000000000115,72.7387,650.271,44.4116,646.279
000000000115,529.977,1011.31,449.761,975.218
000000000115,273.284,650.186,273.141,646.252
000000000115,0.0,0.0,0.0,0.0
000000000120,530.095,1011.42,449.787,975.306
000000000120,72.644,650.288,44.3893,650.213
000000000120,0.0,0.0,0.0,0.0
000000000120,273.245,646.286,273.204,638.299
000000000120,0.0,0.0,1849.62,638.315
000000000125,72.7007,650.378,44.4443,650.266
000000000125,521.958,1011.2,445.809,975.291
000000000125,0.0,0.0,0.0,0.0
000000000125,1865.71,642.27,0.0,0.0
000000000125,269.267,646.253,269.374,642.278
000000000130,469.904,1015.33,449.813,975.286
000000000130,60.6618,646.239,52.6527,650.222
000000000130,0.0,0.0,0.0,0.0
000000000130,1877.66,654.256,1877.9,658.285
000000000135,461.747,1015.27,441.777,975.142
000000000135,0.0,0.0,0.0,0.0
000000000135,48.4848,638.257,76.5452,650.15
000000000135,1877.87,658.465,1889.8,670.407
000000000140,461.813,1035.26,429.657,995.239
000000000140,0.0,0.0,0.0,0.0
000000000140,72.6694,646.328,48.6282,646.327
000000000140,1877.79,662.415,1893.82,674.328
000000000140,305.311,630.378,301.443,634.354
000000000145,453.801,1031.31,389.544,1023.38
000000000145,0.0,0.0,0.0,0.0
000000000145,72.6638,650.165,48.5347,646.244
000000000145,301.42,626.194,293.25,626.28
000000000145,1877.64,662.409,1881.79,678.345
000000000150,461.728,1039.38,361.46,1023.38
000000000150,0.0,0.0,0.0,0.0
000000000150,52.6005,638.336,64.6186,650.208
000000000150,1873.71,658.377,1885.74,670.397
000000000150,301.288,594.066,285.29,594.14
000000000155,72.7004,650.226,44.8604,650.183
000000000155,0.0,0.0,1127.67,1059.44
000000000155,457.791,1043.38,357.417,1031.29
000000000155,1873.65,650.188,1873.72,654.288
000000000155,245.185,610.169,241.146,602.248
000000000160,461.783,1031.4,385.518,1007.45
000000000160,1135.68,1103.39,1095.54,1103.44
000000000160,48.7944,642.3,72.5882,650.225
000000000160,1877.64,654.301,1877.68,658.382
000000000160,321.395,614.174,213.229,614.184
000000000165,461.633,1035.38,461.575,975.166
000000000165,1007.19,1039.42,1083.49,1035.33
000000000165,48.6966,642.359,68.718,646.284
000000000165,0.0,0.0,1877.71,658.246
000000000165,0.0,0.0,0.0,0.0
000000000165,305.265,602.154,265.153,602.31
000000000170,301.218,602.158,269.156,606.203
000000000170,457.708,1039.35,465.99,1011.42
000000000170,48.4988,650.184,72.6581,650.235
000000000170,927.075,1063.43,1091.59,1039.32
000000000170,1877.67,654.354,1877.73,654.439
000000000170,0.0,0.0,0.0,0.0
000000000175,293.262,630.202,265.195,630.206
000000000175,943.147,999.226,1083.5,1047.4
000000000175,445.756,1019.33,522.02,1007.21
000000000175,48.6138,646.318,48.6479,646.286
000000000175,1873.71,658.32,1813.57,634.375
000000000180,269.218,634.346,265.188,642.242
000000000180,943.081,1011.3,995.188,995.237
000000000180,445.669,1003.34,489.897,1003.25
000000000180,48.7315,650.247,44.8059,650.21
000000000180,1873.75,654.346,1813.65,634.234
000000000180,0.0,0.0,0.0,0.0
000000000185,935.128,983.27,971.255,939.09
000000000185,409.635,979.42,497.703,971.24
000000000185,48.8209,642.308,48.5507,646.23
000000000185,1873.82,658.26,1813.49,642.254
