frame_number,l_foot_x,l_foot_y,r_foot_x,r_foot_y
000000000000,762.633,622.16,762.592,626.106
000000000000,52.6507,570.077,48.7296,562.237
000000000005,52.6084,574.038,52.7961,566.141
000000000005,750.737,622.304,802.733,626.129
000000000010,754.571,622.3,806.692,626.144
000000000010,52.7552,554.036,48.855,553.917
000000000015,790.71,626.366,750.548,626.358
000000000015,48.5921,562.146,48.7871,566.099
000000000020,786.835,630.394,750.613,630.207
000000000020,44.6198,549.945,44.7879,546.021
000000000025,794.678,626.359,754.728,626.389
000000000025,0.0,0.0,44.6695,537.986
000000000030,762.699,626.119,794.762,630.181
000000000030,44.5199,558.034,8.47453,557.933
000000000035,782.569,622.106,790.795,626.089
000000000035,0.0,0.0,0.0,0.0
000000000040,44.5423,554.06,10.3976,550.039
000000000040,790.63,626.13,794.781,626.428
000000000045,56.7139,566.049,0.0,0.0
000000000045,794.717,622.383,798.757,626.347
000000000050,0.0,0.0,0.0,0.0
000000000050,790.776,622.278,798.767,626.358
000000000055,0.0,0.0,40.5968,558.208
000000000055,802.667,626.209,798.709,630.359
000000000060,0.0,0.0,44.4239,557.985
000000000060,798.659,626.161,794.754,630.303
000000000065,806.709,626.249,802.67,630.342
000000000070,810.743,626.352,798.676,634.249
000000000070,0.0,0.0,0.0,0.0
000000000075,60.6924,562.091,40.4397,562.099
000000000075,814.629,626.097,794.751,626.238
000000000080,52.6875,553.961,0.0,0.0
000000000080,806.66,622.145,794.702,626.118
000000000085,52.7184,570.114,0.0,0.0
000000000085,822.808,626.084,818.674,626.348
000000000090,48.7943,570.174,0.0,0.0
000000000090,810.617,622.253,854.901,622.362
000000000095,810.714,622.202,862.932,626.089
000000000100,842.779,622.191,850.926,626.309
000000000100,48.7821,561.949,0.0,0.0
000000000100,0.0,0.0,0.0,0.0
000000000105,850.844,618.26,854.81,626.052
000000000105,0.0,0.0,0.0,0.0
000000000105,0.0,0.0,0.0,0.0
000000000110,858.843,622.017,866.932,622.341
000000000110,0.0,0.0,0.0,0.0
000000000115,850.97,626.1,882.932,626.097
000000000115,0.0,0.0,0.0,0.0
000000000115,0.0,0.0,0.0,0.0
000000000120,76.5643,549.965,8.46103,550.078
000000000120,850.767,626.127,886.948,626.136
000000000120,0.0,0.0,0.0,0.0
000000000125,846.951,622.102,882.961,626.058
000000000125,76.8147,558.044,48.739,558.131
000000000125,0.0,0.0,0.0,0.0
000000000130,108.871,586.003,44.8326,586.025
000000000130,882.82,626.268,842.765,622.352
000000000130,0.0,0.0,0.0,0.0
000000000135,882.817,626.38,846.763,626.399
000000000135,0.0,0.0,0.0,0.0
000000000135,44.7663,590.115,48.5935,582.099
000000000140,152.981,574.166,88.6774,566.165
000000000140,0.0,0.0,0.0,0.0
000000000140,882.82,626.279,842.703,626.308
000000000145,846.663,618.268,878.785,622.262
000000000145,0.0,0.0,0.0,0.0
000000000145,201.027,561.979,204.907,562.244
000000000150,838.877,618.182,870.939,622.159
000000000150,0.0,0.0,0.0,0.0
000000000150,204.856,574.047,148.87,554.085
000000000155,834.761,622.084,858.935,622.269
000000000155,232.999,562.056,192.986,558.04
000000000155,0.0,0.0,0.0,0.0
000000000160,842.677,622.116,854.824,622.395
000000000160,301.306,557.908,188.987,529.891
000000000160,0.0,0.0,0.0,0.0
000000000165,305.301,566.051,208.911,558.061
000000000165,0.0,0.0,0.0,0.0
000000000165,846.74,618.209,846.853,618.092
000000000170,305.377,578.089,237.109,570.075
000000000170,0.0,0.0,0.0,0.0
000000000175,309.421,574.093,241.269,578.134
000000000175,718.452,1043.53,818.68,1067.52
000000000180,285.324,566.113,245.281,574.091
000000000180,750.687,1051.39,798.748,1071.47
000000000185,245.131,562.029,225.172,549.969
000000000185,830.775,1011.29,830.852,1071.44
000000000190,217.179,582.09,221.179,578.082
000000000190,830.792,1075.53,830.778,1071.38
000000000195,209.263,574.068,208.967,562.07
000000000195,822.86,1003.22,862.84,1011.16
000000000200,209.244,566.067,193.013,558.11
000000000200,818.802,983.234,923.031,943.272
000000000205,201.095,574.155,176.941,557.958
000000000205,818.759,983.3,923.029,947.278
000000000205,782.47,614.202,778.679,610.191
000000000210,838.796,971.103,919.146,943.242
000000000210,204.885,585.989,136.831,574.118
000000000210,782.703,618.168,782.74,618.228
000000000215,185.029,582.079,116.857,586.195
000000000215,842.813,919.075,915.054,943.13
000000000215,790.685,614.272,782.577,614.199
000000000215,0.0,0.0,0.0,0.0
000000000220,156.925,557.921,116.964,550.08
000000000220,794.748,874.824,919.077,943.192
000000000220,0.0,0.0,0.0,0.0
000000000220,782.682,618.195,782.555,618.227
000000000225,798.735,883.102,918.982,931.07
000000000225,0.0,0.0,0.0,0.0
000000000230,0.0,0.0,0.0,0.0
000000000230,140.716,546.033,112.843,550.022
000000000230,794.737,883.108,874.929,895.046
000000000235,0.0,0.0,0.0,0.0
000000000235,136.728,541.992,112.832,538.107
000000000235,786.738,886.899,782.751,858.862
000000000240,120.929,558.152,108.923,562.046
000000000240,802.734,883.048,818.739,886.907
000000000240,0.0,0.0,0.0,0.0
000000000245,0.0,0.0,0.0,0.0
000000000245,0.0,0.0,0.0,0.0
000000000245,0.0,0.0,108.674,537.968
000000000250,128.827,542.085,104.808,553.987
000000000250,746.612,874.969,746.625,878.993
000000000250,0.0,0.0,0.0,0.0
000000000255,108.914,570.118,108.7,574.065
000000000255,0.0,0.0,0.0,0.0
000000000255,630.257,830.85,746.637,850.876
000000000255,818.713,626.305,818.739,622.304
000000000255,0.0,0.0,0.0,0.0
000000000260,0.0,0.0,0.0,0.0
000000000260,594.048,814.603,746.535,850.779
000000000260,80.7952,586.045,80.8629,582.033
000000000260,814.653,626.404,786.789,622.283
000000000265,84.7199,558.167,76.8488,554.017
000000000265,582.113,822.783,750.562,851.041
000000000265,778.735,622.198,814.748,626.122
000000000265,0.0,0.0,0.0,0.0
000000000270,582.098,822.878,650.361,822.738
000000000270,72.7094,578.052,76.587,566.166
000000000270,778.697,622.135,814.583,622.343
000000000270,0.0,0.0,0.0,0.0
000000000275,570.132,818.834,553.916,786.619
000000000275,782.502,622.24,814.664,622.294
000000000275,64.6187,594.266,68.6607,594.034
000000000275,0.0,0.0,0.0,0.0
000000000280,582.101,822.844,530.024,786.757
000000000280,770.561,622.106,810.764,622.194
000000000280,52.8044,590.08,60.6332,586.028
000000000280,0.0,0.0,0.0,0.0
000000000285,554.109,810.681,533.997,814.564
000000000285,72.5735,562.296,48.747,562.161
000000000285,778.704,622.047,782.58,622.091
000000000285,0.0,0.0,1914.01,1043.54
000000000290,477.89,802.681,521.984,806.777
000000000290,774.63,618.103,790.796,618.231
000000000290,52.8128,590.063,56.6771,590.042
000000000295,429.771,754.746,530.14,790.723
000000000295,770.609,618.104,806.783,614.215
000000000295,104.799,594.174,96.7233,594.165
000000000300,437.798,774.714,529.978,786.606
000000000300,766.575,618.104,806.799,614.169
000000000300,108.765,594.145,80.8717,586.1
000000000305,433.907,778.739,481.903,754.535
000000000305,774.634,618.106,802.774,618.208
000000000305,104.817,590.18,116.875,594.358
000000000310,441.817,782.654,445.696,770.598
000000000310,770.665,618.112,806.751,622.056
000000000310,0.0,0.0,0.0,0.0
000000000310,108.92,602.186,100.752,602.123
000000000315,794.767,622.222,770.582,618.255
000000000315,445.676,786.63,453.679,778.703
000000000315,0.0,0.0,0.0,0.0
000000000320,810.708,626.127,782.476,622.256
000000000320,0.0,0.0,0.0,0.0
000000000320,433.687,754.672,441.708,762.558
000000000320,0.0,0.0,60.708,590.161
000000000325,0.0,0.0,0.0,0.0
000000000325,782.542,618.219,794.748,622.17
000000000325,112.923,614.143,48.8232,610.197
000000000325,0.0,0.0,0.0,0.0
000000000325,1392.38,654.321,1372.38,654.429
000000000330,0.0,0.0,0.0,0.0
000000000330,810.628,626.158,782.59,626.182
000000000330,0.0,0.0,0.0,0.0
000000000330,64.706,606.124,84.7755,614.256
000000000335,437.678,730.528,461.712,726.626
000000000335,0.0,0.0,0.0,0.0
000000000335,48.7707,594.128,100.744,614.1
000000000335,786.789,618.124,790.683,618.176
000000000340,445.701,722.589,461.913,718.345
000000000340,0.0,0.0,0.0,0.0
000000000340,60.6984,598.113,48.7372,594.293
000000000345,433.765,726.475,457.702,718.561
000000000345,0.0,0.0,0.0,0.0
000000000345,770.633,622.323,782.646,622.32
000000000345,52.7343,594.303,112.813,618.201
000000000350,433.528,722.588,445.757,718.421
000000000350,0.0,0.0,0.0,0.0
000000000350,778.635,614.275,806.754,618.263
000000000350,64.6441,598.291,112.737,618.2
000000000355,425.71,714.415,449.761,714.345
000000000355,778.714,606.256,810.8,618.079
000000000355,0.0,0.0,0.0,0.0
000000000355,76.6227,598.211,100.703,606.24
000000000360,810.688,622.194,774.661,618.295
000000000360,80.6479,594.264,112.927,598.296
000000000360,381.587,690.454,433.83,702.43
000000000360,0.0,0.0,0.0,0.0
000000000365,814.625,622.057,778.63,618.112
000000000365,349.569,666.307,433.775,694.444
000000000365,0.0,0.0,0.0,0.0
000000000365,76.6008,602.194,108.735,610.207
000000000370,357.409,690.361,433.668,690.544
000000000370,0.0,0.0,0.0,0.0
000000000370,72.7672,594.079,104.859,594.096
000000000370,806.79,618.182,778.737,602.251
000000000375,361.421,690.361,393.494,682.45
000000000375,1464.68,1075.46,0.0,0.0
000000000375,806.673,618.138,802.769,610.149
000000000375,76.5992,594.089,76.5774,594.102
000000000380,806.652,618.136,802.686,610.127
000000000380,349.542,686.264,369.536,686.531
000000000380,0.0,0.0,0.0,0.0
000000000380,60.6612,594.096,56.6017,590.128
000000000385,806.804,618.088,806.793,610.167
000000000385,80.7072,594.086,64.7067,590.197
000000000385,345.565,674.381,369.461,686.216
000000000385,0.0,0.0,0.0,0.0
000000000385,1392.39,594.038,1388.28,590.2
000000000390,806.692,622.009,782.599,614.203
000000000390,96.7886,594.211,72.7251,594.28
000000000390,345.449,666.425,369.641,678.411
000000000390,0.0,0.0,0.0,0.0
000000000390,1388.36,606.187,1384.3,610.254
000000000395,806.78,618.228,782.555,614.261
000000000395,337.668,662.295,369.639,674.34
000000000395,104.721,590.245,76.5505,598.136
000000000395,0.0,0.0,0.0,0.0
000000000400,806.721,618.241,782.766,618.107
000000000400,345.487,658.418,373.488,670.405
000000000400,0.0,0.0,0.0,0.0
000000000400,0.0,0.0,76.61,586.099
000000000400,1392.32,590.249,1392.19,590.075
000000000405,345.478,658.387,373.678,670.396
000000000405,802.77,622.037,786.735,618.231
000000000405,112.807,553.965,80.7069,557.999
000000000405,1396.27,618.271,1380.4,622.162
000000000405,0.0,0.0,0.0,0.0
000000000410,810.65,622.14,782.599,618.212
000000000410,0.0,0.0,76.7737,594.089
000000000410,357.496,658.31,369.662,662.464
000000000410,1392.31,586.018,1392.34,574.177
000000000415,120.885,570.123,88.809,586.036
000000000415,802.713,618.146,782.734,618.112
000000000415,357.54,662.266,365.607,666.347
000000000420,782.446,610.262,814.706,618.264
000000000420,337.497,658.274,341.381,674.389
000000000420,120.869,570.145,108.664,574.073
000000000420,0.0,0.0,1372.36,610.182
000000000425,790.784,606.231,778.703,618.166
000000000425,116.871,578.066,108.837,566.142
000000000425,353.52,658.466,313.352,666.437
000000000430,782.623,618.107,782.812,622.126
000000000430,365.409,658.257,325.429,670.373
000000000430,116.869,574.106,108.732,566.141
000000000435,782.533,614.115,782.538,622.029
000000000435,337.534,670.357,341.54,678.415
000000000435,116.778,578.135,108.814,570.173
000000000435,1364.3,638.32,1364.23,646.313
000000000440,365.552,658.472,337.334,686.268
000000000440,778.678,606.235,786.644,610.149
000000000440,116.755,562.066,112.718,558.057
000000000445,770.653,610.254,798.698,614.117
000000000445,369.684,666.344,333.479,686.391
000000000445,112.769,590.117,112.773,586.047
000000000445,1364.32,626.298,1360.31,626.215
000000000450,393.639,686.181,333.472,686.354
000000000450,112.849,582.128,112.672,566.144
000000000450,806.692,618.102,778.528,618.073
000000000450,1372.36,626.339,1360.17,626.171
000000000450,0.0,0.0,0.0,0.0
000000000450,1913.85,798.761,1913.86,802.709
000000000455,401.673,686.289,329.486,686.418
000000000455,113.001,574.038,108.918,562.01
000000000455,798.681,610.26,782.661,614.207
000000000455,1368.42,626.283,1356.17,626.265
000000000455,1897.82,798.7,1913.87,798.781
000000000455,0.0,0.0,0.0,0.0
000000000460,401.771,690.271,333.472,682.455
000000000460,113.002,570.028,108.871,558.167
000000000460,778.647,610.25,814.65,622.003
000000000460,1368.26,626.239,1344.15,622.253
000000000460,1913.84,782.78,1913.82,782.769
000000000465,401.784,690.418,365.579,682.347
000000000465,112.955,585.984,112.71,570.166
000000000465,1364.19,618.218,1344.25,622.094
000000000465,0.0,0.0,1881.68,778.586
000000000465,806.662,618.175,782.775,614.255
000000000470,112.888,586.198,112.715,582.063
000000000470,409.571,690.594,393.485,694.399
000000000470,1849.78,754.498,0.0,0.0
