frame_number,l_foot_x,l_foot_y,r_foot_x,r_foot_y
000000000000,0.0,0.0,0.0,0.0
000000000000,1332.28,742.462,1324.1,742.613
000000000000,1588.99,730.523,1588.96,738.562
000000000000,1893.83,866.9,1889.84,870.844
000000000005,0.0,0.0,0.0,0.0
000000000005,1348.28,734.557,1328.08,746.61
000000000005,1564.82,722.601,1588.93,726.656
000000000010,0.0,0.0,0.0,0.0
000000000010,1585.05,742.45,1520.68,722.627
000000000010,0.0,0.0,1312.17,750.454
000000000015,0.0,0.0,0.0,0.0
000000000015,1328.32,694.589,1320.24,694.546
000000000020,0.0,0.0,0.0,0.0
000000000020,1552.72,718.436,1552.69,718.565
000000000020,1324.18,742.6,1316.16,734.544
000000000020,0.0,0.0,0.0,0.0
000000000025,0.0,0.0,0.0,0.0
000000000025,1304.08,742.535,1284.12,730.525
000000000025,0.0,0.0,0.0,0.0
000000000025,1520.68,726.545,1520.7,722.509
000000000030,0.0,0.0,0.0,0.0
000000000030,1316.17,730.621,1280.15,726.631
000000000030,1524.71,726.502,1524.77,726.66
000000000030,0.0,0.0,0.0,0.0
000000000035,1913.85,866.958,1769.34,846.695
000000000035,0.0,0.0,0.0,0.0
000000000035,1304.2,738.564,1280.1,726.621
000000000035,1520.64,722.678,1524.82,722.534
000000000040,0.0,0.0,0.0,0.0
000000000040,1300.16,738.543,1280.15,730.495
000000000040,1785.53,842.883,1773.47,838.832
000000000040,1520.51,722.448,1520.6,722.407
000000000040,0.0,0.0,0.0,0.0
000000000045,1300.24,742.626,1292.01,738.565
000000000045,1681.14,814.796,1769.34,846.687
000000000045,0.0,0.0,0.0,0.0
000000000045,1512.66,730.495,1508.72,722.704
000000000050,1300.13,750.602,1276.06,746.458
000000000050,1637.04,814.891,1749.44,834.774
000000000050,0.0,0.0,0.0,0.0
000000000050,1492.66,722.627,1476.67,718.599
000000000050,0.0,0.0,0.0,0.0
000000000055,1624.97,822.952,1621.16,818.875
000000000055,1296.0,746.476,1264.06,730.556
000000000055,0.0,0.0,0.0,0.0
000000000055,1504.74,722.696,1456.46,718.451
000000000060,1621.06,822.929,1528.84,790.636
000000000060,0.0,0.0,0.0,0.0
000000000060,1304.11,746.555,1264.02,742.537
000000000060,1484.6,730.487,1456.6,722.514
000000000065,1617.14,822.72,1516.72,814.565
000000000065,1300.18,750.552,1263.97,746.633
000000000065,0.0,0.0,0.0,0.0
000000000065,1456.54,726.503,1452.46,722.496
000000000070,1300.05,746.492,1267.96,746.446
000000000070,1516.71,806.75,1500.61,790.708
000000000070,0.0,0.0,0.0,0.0
000000000070,1448.47,722.706,1452.62,722.602
000000000075,1295.97,746.435,1263.97,742.459
000000000075,1420.3,782.544,1520.54,810.75
000000000075,0.0,0.0,0.0,0.0
000000000080,1288.02,750.513,1259.9,734.549
000000000080,1392.29,786.626,1392.39,786.771
000000000080,0.0,0.0,0.0,0.0
000000000085,1292.02,746.593,1260.01,738.59
000000000085,1388.4,786.576,1392.21,782.546
000000000085,0.0,0.0,0.0,0.0
000000000085,0.0,0.0,0.0,0.0
000000000090,1272.12,746.476,1264.1,738.563
000000000090,1392.38,786.708,0.0,0.0
000000000090,0.0,0.0,0.0,0.0
000000000090,0.0,0.0,0.0,0.0
000000000090,1456.37,722.624,1452.42,722.492
000000000095,0.0,0.0,0.0,0.0
000000000095,1392.25,786.813,0.0,0.0
000000000095,1276.02,750.362,1268.12,750.529
000000000095,0.0,0.0,0.0,0.0
000000000100,1396.32,746.513,1300.23,782.523
000000000100,0.0,0.0,0.0,0.0
000000000100,0.0,0.0,0.0,0.0
000000000105,782.79,1067.45,826.836,1071.26
000000000105,0.0,0.0,0.0,0.0
000000000105,1268.08,750.386,1267.89,742.633
000000000110,0.0,0.0,0.0,0.0
000000000110,0.0,0.0,0.0,0.0
000000000110,0.0,0.0,0.0,0.0
000000000115,0.0,0.0,0.0,0.0
000000000115,0.0,0.0,0.0,0.0
000000000120,738.545,975.115,0.0,0.0
